,Date,Airline,Flight_Number,Aircraft_Model,Origin_Airport,Origin_City,Destination_Airport,Destination_City,Scheduled_Departure_Time,Actual_Departure_Time,Scheduled_Arrival_Time,Actual_Arrival_Time,Flight_Duration_Minutes,Passenger_Count,Available_Seats,Load_Factor,Passenger_Category,Departure_Delay_Minutes,Arrival_Delay_Minutes,Flight_Status,Delay_Reason,Cancellation_Reason,Ticket_Price_INR,Revenue_INR
FL04059,22-10-2024,IndiGo,6E 313,Airbus A321neo,DEL,Delhi,MAA,Chennai,21:23,21:24,00:25,00:30,182,217,220,0.9864,Family,1,5,On Time,,,10510,2280670
FL04845,22-10-2024,IndiGo,6E 933,Airbus A320neo,BLR,Bengaluru,HYD,Hyderabad,08:35,09:40,09:39,10:47,64,131,180,0.7278,Leisure,65,68,Delayed,Technical Issue,,2230,292130
FL00660,23-10-2024,Air India,AI 357,Airbus A320,AMD,Ahmedabad,JAI,Jaipur,20:53,20:59,22:19,22:28,86,110,174,0.6322,Student,6,9,On Time,,,2700,297000
FL00833,23-10-2024,IndiGo,6E 779,ATR 72,HYD,Hyderabad,MAA,Chennai,10:04,10:11,11:06,11:13,62,52,70,0.7429,Student,7,7,On Time,,,3010,156520
FL01400,23-10-2024,SpiceJet,SG 456,Boeing 737-800,GOI,Goa,AMD,Ahmedabad,14:30,14:35,16:11,16:19,101,137,189,0.7249,Leisure,5,8,On Time,,,4320,591840
FL01730,23-10-2024,IndiGo,6E 731,Airbus A320neo,COK,Kochi,HYD,Hyderabad,14:05,14:09,15:47,15:51,102,174,180,0.9667,Family,4,4,On Time,,,5190,903060
FL02662,23-10-2024,IndiGo,6E 745,Airbus A320neo,CJB,Coimbatore,AMD,Ahmedabad,08:22,08:31,10:50,11:00,148,138,180,0.7667,Family,9,10,On Time,,,7180,990840
FL04164,23-10-2024,Air India Express,IX 453,Boeing 737-8,COK,Kochi,HYD,Hyderabad,11:16,11:21,12:51,12:51,95,124,189,0.6561,Leisure,5,0,On Time,,,3600,446400
FL04320,23-10-2024,Air India,AI 256,Boeing 787-8,BOM,Mumbai,BLR,Bengaluru,21:22,21:31,22:54,23:00,92,188,256,0.7344,Business,9,6,On Time,,,4730,889240
FL04506,23-10-2024,Air India Express,IX 558,Boeing 737-800,PNQ,Pune,BOM,Mumbai,18:53,19:52,19:38,20:29,45,119,180,0.6611,Leisure,59,51,Delayed,Weather,,1800,214200
FL04600,23-10-2024,Air India Express,IX 582,Boeing 737-800,CCU,Kolkata,GOI,Goa,10:48,10:56,13:42,13:51,174,140,180,0.7778,Leisure,8,9,On Time,,,8290,1160600
FL04772,23-10-2024,Air India Express,IX 641,Boeing 737-8,AMD,Ahmedabad,JAI,Jaipur,17:45,17:53,18:54,19:01,69,145,189,0.7672,Family,8,7,On Time,,,2260,327700
FL00220,24-10-2024,Air India Express,IX 175,Boeing 737-800,BOM,Mumbai,MAA,Chennai,19:02,21:38,21:04,23:29,122,115,180,0.6389,Senior Citizen,156,145,Delayed,Ground Operations,,4410,507150
FL00584,24-10-2024,Air India,AI 318,Boeing 787-8,AMD,Ahmedabad,HYD,Hyderabad,13:42,,15:27,,105,0,256,0,Family,0,0,Cancelled,,Operational Issue,4660,0
FL01187,24-10-2024,SpiceJet,SG 423,Boeing 737-800,AMD,Ahmedabad,HYD,Hyderabad,16:53,16:59,18:38,18:48,105,154,189,0.8148,Leisure,6,10,On Time,,,4350,669900
FL01273,24-10-2024,SpiceJet,SG 428,Boeing 737-800,COK,Kochi,CCU,Kolkata,14:01,14:09,17:11,17:20,190,139,189,0.7354,Student,8,9,On Time,,,10650,1480350
FL02673,24-10-2024,IndiGo,6E 757,Airbus A321neo,NAG,Nagpur,HYD,Hyderabad,17:36,18:16,18:42,21:43,66,141,220,0.6409,Senior Citizen,40,181,Diverted,Ground Operations,,2100,296100
FL00978,25-10-2024,IndiGo,6E 876,Airbus A321neo,HYD,Hyderabad,CCU,Kolkata,12:40,12:43,14:48,14:49,128,168,220,0.7636,Leisure,3,1,On Time,,,6480,1088640
FL01067,25-10-2024,SpiceJet,SG 393,Boeing 737-800,MAA,Chennai,JAI,Jaipur,17:41,17:48,20:29,20:38,168,139,189,0.7354,Leisure,7,9,On Time,,,9220,1281580
FL01070,25-10-2024,IndiGo,6E 941,Airbus A320neo,BOM,Mumbai,COK,Kochi,07:23,07:25,09:16,09:16,113,159,180,0.8833,Family,2,0,On Time,,,6530,1038270
FL01659,25-10-2024,IndiGo,6E 681,ATR 72,GOI,Goa,HYD,Hyderabad,05:46,05:54,07:02,07:10,76,59,70,0.8429,Leisure,8,8,On Time,,,3240,191160
FL03898,25-10-2024,IndiGo,6E 209,Airbus A321neo,HYD,Hyderabad,DEL,Delhi,08:25,08:27,10:51,10:55,146,172,220,0.7818,Leisure,2,4,On Time,,,6890,1185080
FL04695,25-10-2024,Akasa Air,QP 512,Boeing 737 MAX 8,CCU,Kolkata,GAU,Guwahati,10:24,10:25,11:33,11:34,69,156,189,0.8254,Family,1,1,On Time,,,2860,446160
FL04697,25-10-2024,IndiGo,6E 814,Airbus A320neo,MAA,Chennai,PNQ,Pune,10:04,10:09,12:02,12:05,118,124,180,0.6889,Senior Citizen,5,3,On Time,,,5160,639840
FL00651,26-10-2024,Air India Express,IX 285,Boeing 737-8,LKO,Lucknow,PNQ,Pune,14:26,14:33,16:38,16:49,132,124,189,0.6561,Family,7,11,On Time,,,5830,722920
FL01262,26-10-2024,Akasa Air,QP 437,Boeing 737 MAX 8,BOM,Mumbai,COK,Kochi,08:24,08:33,10:32,10:41,128,172,189,0.9101,Leisure,9,9,On Time,,,6190,1064680
FL01583,26-10-2024,IndiGo,6E 606,Airbus A321neo,AMD,Ahmedabad,LKO,Lucknow,19:34,19:41,21:15,21:25,101,182,220,0.8273,Business,7,10,On Time,,,5640,1026480
FL01656,26-10-2024,Air India,AI 781,Boeing 787-8,HYD,Hyderabad,GOI,Goa,07:33,07:37,08:50,08:59,77,196,256,0.7656,Business,4,9,On Time,,,2810,550760
FL02492,26-10-2024,IndiGo,6E 592,Airbus A321neo,CJB,Coimbatore,NAG,Nagpur,13:19,13:24,15:33,15:39,134,173,220,0.7864,Leisure,5,6,On Time,,,7530,1302690
FL02878,26-10-2024,IndiGo,6E 941,Airbus A321neo,GOI,Goa,BLR,Bengaluru,20:17,20:24,21:32,21:40,75,184,220,0.8364,Family,7,8,On Time,,,3130,575920
FL03583,26-10-2024,Air India Express,IX 289,Boeing 737-8,CCU,Kolkata,PNQ,Pune,20:55,21:00,23:43,23:49,168,123,189,0.6508,Family,5,6,On Time,,,7500,922500
FL04826,26-10-2024,Akasa Air,QP 553,Boeing 737 MAX 8,DEL,Delhi,PNQ,Pune,16:06,16:11,18:14,18:17,128,136,189,0.7196,Leisure,5,3,On Time,,,6400,870400
FL01030,27-10-2024,SpiceJet,SG 382,Boeing 737-800,BOM,Mumbai,JAI,Jaipur,07:34,07:34,09:31,09:34,117,146,189,0.7725,Family,0,3,On Time,,,4930,719780
FL01594,27-10-2024,Air India Express,IX 531,Boeing 737-800,GOI,Goa,COK,Kochi,19:16,19:57,20:32,21:12,76,107,180,0.5944,Student,41,40,Delayed,Ground Operations,,3020,323140
FL01637,27-10-2024,Akasa Air,QP 544,Boeing 737 MAX 8,BOM,Mumbai,MAA,Chennai,19:00,19:09,21:06,21:06,126,156,189,0.8254,Family,9,0,On Time,,,5640,879840
FL02323,27-10-2024,IndiGo,6E 427,Airbus A321neo,HYD,Hyderabad,NAG,Nagpur,10:45,10:45,11:44,11:44,59,156,220,0.7091,Family,0,0,On Time,,,2430,379080
FL02590,27-10-2024,Akasa Air,QP 782,Boeing 737 MAX 8,MAA,Chennai,HYD,Hyderabad,13:17,13:24,14:22,14:34,65,149,189,0.7884,Leisure,7,12,On Time,,,2490,371010
FL03424,27-10-2024,Air India,AI 664,Boeing 787-8,CJB,Coimbatore,BOM,Mumbai,19:48,19:57,21:46,21:56,118,220,256,0.8594,Leisure,9,10,On Time,,,6730,1480600
FL04296,27-10-2024,SpiceJet,SG 288,Bombardier Q400,HYD,Hyderabad,NAG,Nagpur,14:14,16:34,15:23,17:45,69,70,78,0.8974,Senior Citizen,140,142,Delayed,Weather,,2330,163100
FL00471,28-10-2024,IndiGo,6E 521,Airbus A321neo,PNQ,Pune,BOM,Mumbai,17:56,17:59,18:41,18:44,45,157,220,0.7136,Senior Citizen,3,3,On Time,,,1800,282600
FL00933,28-10-2024,Air India Express,IX 368,Boeing 737-8,HYD,Hyderabad,BOM,Mumbai,13:01,15:43,14:26,16:57,85,141,189,0.746,Family,162,151,Delayed,Late Arrival of Aircraft,,3190,449790
FL01373,28-10-2024,IndiGo,6E 428,Airbus A321neo,CJB,Coimbatore,BLR,Bengaluru,21:19,21:20,22:10,22:10,51,154,220,0.7,Leisure,1,0,On Time,,,1800,277200
FL02448,28-10-2024,Air India,AI 291,Airbus A321,HYD,Hyderabad,AMD,Ahmedabad,16:49,16:53,18:37,18:45,108,125,190,0.6579,Senior Citizen,4,8,On Time,,,4750,593750
FL04168,28-10-2024,Akasa Air,QP 384,Boeing 737 MAX 8,BOM,Mumbai,MAA,Chennai,20:53,20:56,22:55,23:06,122,159,189,0.8413,Senior Citizen,3,11,On Time,,,6810,1082790
FL04277,28-10-2024,Air India Express,IX 481,Boeing 737-8,JAI,Jaipur,LKO,Lucknow,09:42,09:49,10:58,11:05,76,148,189,0.7831,Student,7,7,On Time,,,3290,486920
FL00082,29-10-2024,IndiGo,6E 173,Airbus A321neo,COK,Kochi,HYD,Hyderabad,05:18,05:21,06:51,06:57,93,141,220,0.6409,Student,3,6,On Time,,,3740,527340
FL03327,29-10-2024,SpiceJet,SG 860,Bombardier Q400,AMD,Ahmedabad,BOM,Mumbai,18:43,18:52,19:53,20:01,70,64,78,0.8205,Student,9,8,On Time,,,2290,146560
FL00670,30-10-2024,IndiGo,6E 656,Airbus A321neo,JAI,Jaipur,BOM,Mumbai,11:10,11:14,13:05,13:09,115,167,220,0.7591,Leisure,4,4,On Time,,,4900,818300
FL01571,30-10-2024,Akasa Air,QP 524,Boeing 737 MAX 8,AMD,Ahmedabad,BOM,Mumbai,14:07,14:57,15:23,16:11,76,132,189,0.6984,Business,50,48,Delayed,Ground Operations,,2250,297000
FL02598,30-10-2024,Air India,AI 363,Airbus A320,AMD,Ahmedabad,BOM,Mumbai,12:41,15:26,13:53,16:43,72,122,174,0.7011,Family,165,170,Delayed,Ground Operations,,2190,267180
FL04076,30-10-2024,IndiGo,6E 322,Airbus A321neo,BOM,Mumbai,MAA,Chennai,18:29,18:31,20:27,20:31,118,193,220,0.8773,Family,2,4,On Time,,,5500,1061500
FL04920,30-10-2024,Air India,AI 494,Airbus A320,LKO,Lucknow,JAI,Jaipur,16:02,16:09,17:11,17:19,69,126,174,0.7241,Senior Citizen,7,8,On Time,,,2820,355320
FL00072,31-10-2024,SpiceJet,SG 126,Bombardier Q400,HYD,Hyderabad,CCU,Kolkata,17:53,18:02,20:07,20:21,134,51,78,0.6538,Leisure,9,14,On Time,,,5620,286620
FL00481,31-10-2024,SpiceJet,SG 232,Bombardier Q400,DEL,Delhi,HYD,Hyderabad,16:24,16:30,18:45,18:53,141,75,78,0.9615,Family,6,8,On Time,,,6640,498000
FL00844,31-10-2024,Akasa Air,QP 335,Boeing 737 MAX 8,COK,Kochi,BLR,Bengaluru,17:42,20:21,18:35,21:11,53,155,189,0.8201,Leisure,159,156,Delayed,Weather,,1930,299150
FL00881,31-10-2024,IndiGo,6E 817,Airbus A320neo,HYD,Hyderabad,BOM,Mumbai,05:00,05:07,06:23,06:31,83,148,180,0.8222,Leisure,7,8,On Time,,,3820,565360
FL01038,31-10-2024,Air India,AI 534,Airbus A321,BLR,Bengaluru,GAU,Guwahati,16:32,17:21,19:56,20:54,204,140,190,0.7368,Business,49,58,Delayed,Technical Issue,,11720,1640800
FL01282,31-10-2024,Air India,AI 615,Airbus A321,BLR,Bengaluru,GOI,Goa,11:35,11:39,12:47,12:47,72,152,190,0.8,Leisure,4,0,On Time,,,3220,489440
FL01809,31-10-2024,IndiGo,6E 800,Airbus A320neo,MAA,Chennai,BLR,Bengaluru,20:13,20:15,21:03,21:04,50,130,180,0.7222,Leisure,2,1,On Time,,,1800,234000
FL01883,31-10-2024,Air India,AI 878,Airbus A320,HYD,Hyderabad,CJB,Coimbatore,20:17,20:18,21:50,21:54,93,123,174,0.7069,Family,1,4,On Time,,,3840,472320
FL04666,31-10-2024,Air India,AI 375,Boeing 787-8,AMD,Ahmedabad,GOI,Goa,17:23,17:30,19:11,19:17,108,189,256,0.7383,Student,7,6,On Time,,,4550,859950
FL04807,31-10-2024,Air India,AI 433,Boeing 787-8,PNQ,Pune,CJB,Coimbatore,09:50,09:52,11:41,11:48,111,188,256,0.7344,Leisure,2,7,On Time,,,5290,994520
FL01096,01-11-2024,Akasa Air,QP 394,Boeing 737 MAX 8,HYD,Hyderabad,GOI,Goa,05:28,05:33,06:36,06:45,68,156,189,0.8254,Business,5,9,On Time,,,3060,477360
FL01630,01-11-2024,Air India Express,IX 541,Boeing 737-800,AMD,Ahmedabad,BOM,Mumbai,19:44,21:59,20:51,22:49,67,114,180,0.6333,Leisure,135,118,Delayed,Air Traffic,,2300,262200
FL02724,01-11-2024,SpiceJet,SG 713,Bombardier Q400,HYD,Hyderabad,CJB,Coimbatore,12:15,14:51,14:02,16:39,107,69,78,0.8846,Senior Citizen,156,157,Delayed,Late Arrival of Aircraft,,4210,290490
FL02867,01-11-2024,IndiGo,6E 929,Airbus A320neo,DEL,Delhi,BLR,Bengaluru,10:11,10:20,13:04,13:16,173,139,180,0.7722,Leisure,9,12,On Time,,,10840,1506760
FL03067,01-11-2024,Akasa Air,QP 901,Boeing 737 MAX 8,BOM,Mumbai,MAA,Chennai,10:07,10:12,12:12,12:12,125,151,189,0.7989,Student,5,0,On Time,,,5790,874290
FL03474,01-11-2024,IndiGo,6E 685,Airbus A320neo,DEL,Delhi,HYD,Hyderabad,11:53,11:54,14:04,14:09,131,161,180,0.8944,Leisure,1,5,On Time,,,8450,1360450
FL04730,01-11-2024,Air India,AI 401,Airbus A320,NAG,Nagpur,HYD,Hyderabad,11:34,11:34,12:40,12:40,66,122,174,0.7011,Business,0,0,On Time,,,2760,336720
FL00248,02-11-2024,IndiGo,6E 332,Airbus A320neo,BLR,Bengaluru,BOM,Mumbai,12:57,13:29,14:40,15:09,103,156,180,0.8667,Leisure,32,29,Delayed,Late Arrival of Aircraft,,4860,758160
FL00480,02-11-2024,SpiceJet,SG 231,Boeing 737-800,CJB,Coimbatore,NAG,Nagpur,05:50,05:56,07:48,08:00,118,145,189,0.7672,Leisure,6,12,On Time,,,6290,912050
FL00626,02-11-2024,Air India Express,IX 276,Boeing 737-800,COK,Kochi,GOI,Goa,14:15,,15:34,,79,0,180,0,Leisure,0,0,Cancelled,,Operational Issue,4160,0
FL01636,02-11-2024,Air India,AI 766,Boeing 787-8,BLR,Bengaluru,AMD,Ahmedabad,21:08,21:12,23:15,23:19,127,168,256,0.6562,Leisure,4,4,On Time,,,7020,1179360
FL01708,02-11-2024,IndiGo,6E 714,Airbus A320neo,CCU,Kolkata,COK,Kochi,21:12,21:13,00:21,00:21,189,160,180,0.8889,Family,1,0,On Time,,,12790,2046400
FL01849,02-11-2024,IndiGo,6E 828,Airbus A320neo,BLR,Bengaluru,BOM,Mumbai,13:49,13:54,15:22,15:28,93,158,180,0.8778,Business,5,6,On Time,,,5060,799480
FL02601,02-11-2024,Air India Express,IX 836,Boeing 737-8,CJB,Coimbatore,GAU,Guwahati,14:16,14:36,18:01,18:11,225,175,189,0.9259,Senior Citizen,20,10,Delayed,Late Arrival of Aircraft,,12210,2136750
FL03876,02-11-2024,IndiGo,6E 994,Airbus A321neo,HYD,Hyderabad,BOM,Mumbai,05:12,05:17,06:34,06:40,82,176,220,0.8,Leisure,5,6,On Time,,,3490,614240
FL04507,02-11-2024,Akasa Air,QP 468,Boeing 737 MAX 8,COK,Kochi,BLR,Bengaluru,15:17,15:17,16:27,16:27,70,155,189,0.8201,Leisure,0,0,On Time,,,2320,359600
FL04825,02-11-2024,Air India,AI 444,Airbus A320,HYD,Hyderabad,LKO,Lucknow,07:22,07:22,09:27,09:27,125,152,174,0.8736,Business,0,0,On Time,,,6670,1013840
FL04976,02-11-2024,Air India Express,IX 677,Boeing 737-8,BOM,Mumbai,HYD,Hyderabad,19:17,19:20,20:46,20:46,89,177,189,0.9365,Leisure,3,0,On Time,,,3490,617730
FL00792,03-11-2024,Akasa Air,QP 326,Boeing 737 MAX 8,PNQ,Pune,CJB,Coimbatore,08:59,08:59,10:45,10:45,106,135,189,0.7143,Leisure,0,0,On Time,,,4720,637200
FL00944,03-11-2024,Air India,AI 486,Airbus A320,GOI,Goa,JAI,Jaipur,10:11,10:20,12:38,12:51,147,135,174,0.7759,Business,9,13,On Time,,,7830,1057050
FL01943,03-11-2024,IndiGo,6E 900,Airbus A321neo,CCU,Kolkata,GAU,Guwahati,13:27,13:30,14:35,14:40,68,165,220,0.75,Family,3,5,On Time,,,2870,473550
FL02159,03-11-2024,IndiGo,6E 292,Airbus A321neo,BLR,Bengaluru,DEL,Delhi,06:19,06:22,09:20,09:20,181,199,220,0.9045,Leisure,3,0,On Time,,,9950,1980050
FL02177,03-11-2024,Air India,AI 991,Airbus A321,BOM,Mumbai,HYD,Hyderabad,17:27,17:28,18:50,19:01,83,150,190,0.7895,Senior Citizen,1,11,On Time,,,4120,618000
FL03501,03-11-2024,Akasa Air,QP 203,Boeing 737 MAX 8,DEL,Delhi,HYD,Hyderabad,11:46,11:55,14:03,14:15,137,172,189,0.9101,Senior Citizen,9,12,On Time,,,7740,1331280
FL03833,03-11-2024,Air India,AI 838,Airbus A321,BOM,Mumbai,DEL,Delhi,21:58,22:01,00:08,00:17,130,150,190,0.7895,Business,3,9,On Time,,,7520,1128000
FL04522,03-11-2024,IndiGo,6E 681,ATR 72,PNQ,Pune,BOM,Mumbai,08:40,08:44,09:25,09:39,45,65,70,0.9286,Leisure,4,14,On Time,,,1800,117000
FL04828,03-11-2024,IndiGo,6E 915,Airbus A320neo,MAA,Chennai,NAG,Nagpur,10:47,10:47,12:30,12:30,103,123,180,0.6833,Student,0,0,On Time,,,4770,586710
FL02015,04-11-2024,IndiGo,6E 971,Airbus A320neo,BLR,Bengaluru,COK,Kochi,13:00,13:02,14:05,14:07,65,131,180,0.7278,Senior Citizen,2,2,On Time,,,2110,276410
FL02861,04-11-2024,Air India,AI 449,Airbus A320,COK,Kochi,NAG,Nagpur,21:23,23:31,23:32,01:43,129,102,174,0.5862,Student,128,131,Delayed,Technical Issue,,6250,637500
FL02865,04-11-2024,Air India,AI 450,Boeing 787-8,AMD,Ahmedabad,JAI,Jaipur,14:54,14:56,16:14,16:14,80,189,256,0.7383,Business,2,0,On Time,,,2810,531090
FL03799,04-11-2024,IndiGo,6E 949,Airbus A321neo,BOM,Mumbai,COK,Kochi,17:06,17:12,19:09,19:14,123,167,220,0.7591,Business,6,5,On Time,,,5390,900130
FL04462,04-11-2024,Air India,AI 312,Airbus A320,DEL,Delhi,HYD,Hyderabad,20:23,20:27,22:47,22:53,144,166,174,0.954,Business,4,6,On Time,,,8680,1440880
FL04757,04-11-2024,IndiGo,6E 859,Airbus A320neo,AMD,Ahmedabad,GAU,Guwahati,15:43,15:52,19:02,19:15,199,138,180,0.7667,Family,9,13,On Time,,,11160,1540080
FL00124,05-11-2024,IndiGo,6E 214,Airbus A320neo,CCU,Kolkata,CJB,Coimbatore,11:53,11:56,14:57,14:57,184,119,180,0.6611,Leisure,3,0,On Time,,,10340,1230460
FL00286,05-11-2024,IndiGo,6E 371,Airbus A321neo,BOM,Mumbai,HYD,Hyderabad,15:52,15:58,17:20,17:24,88,174,220,0.7909,Leisure,6,4,On Time,,,3820,664680
FL00312,05-11-2024,Air India,AI 189,Airbus A321,BLR,Bengaluru,COK,Kochi,11:22,11:22,12:23,12:23,61,139,190,0.7316,Senior Citizen,0,0,On Time,,,2190,304410
FL00740,05-11-2024,IndiGo,6E 702,ATR 72,HYD,Hyderabad,GOI,Goa,14:54,15:02,16:11,16:18,77,52,70,0.7429,Leisure,8,7,On Time,,,2680,139360
FL01145,05-11-2024,IndiGo,6E 209,Airbus A320neo,COK,Kochi,GAU,Guwahati,16:17,16:25,20:10,20:21,233,136,180,0.7556,Family,8,11,On Time,,,13250,1802000
FL02223,05-11-2024,Air India Express,IX 722,Boeing 737-800,CCU,Kolkata,HYD,Hyderabad,05:30,,07:52,,142,0,180,0,Business,0,0,Cancelled,,Operational Issue,5530,0
FL02413,05-11-2024,SpiceJet,SG 658,Boeing 737-800,BOM,Mumbai,DEL,Delhi,11:31,11:31,13:41,13:41,130,140,189,0.7407,Student,0,0,On Time,,,6240,873600
FL03206,05-11-2024,Air India,AI 582,Airbus A321,HYD,Hyderabad,AMD,Ahmedabad,16:33,16:34,18:21,18:21,108,111,190,0.5842,Family,1,0,On Time,,,4230,469530
FL03634,05-11-2024,IndiGo,6E 815,Airbus A321neo,PNQ,Pune,BLR,Bengaluru,20:28,20:30,22:00,22:06,92,149,220,0.6773,Leisure,2,6,On Time,,,3650,543850
FL04150,05-11-2024,Akasa Air,QP 378,Boeing 737 MAX 8,BOM,Mumbai,HYD,Hyderabad,05:37,05:43,06:58,07:05,81,127,189,0.672,Student,6,7,On Time,,,3250,412750
FL04655,05-11-2024,IndiGo,6E 783,Airbus A320neo,JAI,Jaipur,LKO,Lucknow,18:48,18:56,19:56,20:00,68,114,180,0.6333,Senior Citizen,8,4,On Time,,,2560,291840
FL00486,06-11-2024,Air India Express,IX 250,Boeing 737-8,GAU,Guwahati,COK,Kochi,07:28,07:33,11:27,11:39,239,139,189,0.7354,Leisure,5,12,On Time,,,10300,1431700
FL01349,06-11-2024,Air India,AI 653,Airbus A320,MAA,Chennai,NAG,Nagpur,10:59,12:24,12:43,13:49,104,109,174,0.6264,Business,85,66,Delayed,Air Traffic,,5190,565710
FL01962,06-11-2024,IndiGo,6E 913,Airbus A320neo,BOM,Mumbai,LKO,Lucknow,15:48,15:56,17:56,18:10,128,132,180,0.7333,Student,8,14,On Time,,,6680,881760
FL02171,06-11-2024,Air India,AI 987,Boeing 787-8,CCU,Kolkata,DEL,Delhi,06:16,06:16,08:36,08:36,140,196,256,0.7656,Leisure,0,0,On Time,,,6850,1342600
FL02946,06-11-2024,Air India,AI 478,Airbus A321,BLR,Bengaluru,COK,Kochi,16:32,16:35,17:36,17:37,64,133,190,0.7,Family,3,1,On Time,,,1940,258020
FL03658,06-11-2024,Air India,AI 754,Boeing 787-8,MAA,Chennai,GAU,Guwahati,16:52,16:57,20:01,20:03,189,201,256,0.7852,Family,5,2,On Time,,,10540,2118540
FL00232,07-11-2024,Akasa Air,QP 146,Boeing 737 MAX 8,GAU,Guwahati,AMD,Ahmedabad,21:36,21:36,00:52,00:54,196,151,189,0.7989,Leisure,0,2,On Time,,,9090,1372590
FL00366,07-11-2024,IndiGo,6E 425,Airbus A320neo,NAG,Nagpur,AMD,Ahmedabad,05:36,05:43,06:59,07:07,83,93,180,0.5167,Student,7,8,On Time,,,3190,296670
FL00839,07-11-2024,IndiGo,6E 789,Airbus A320neo,MAA,Chennai,AMD,Ahmedabad,07:18,07:26,09:42,09:50,144,144,180,0.8,Family,8,8,On Time,,,8180,1177920
FL01035,07-11-2024,Akasa Air,QP 384,Boeing 737 MAX 8,CJB,Coimbatore,GOI,Goa,20:59,21:02,22:18,22:19,79,141,189,0.746,Leisure,3,1,On Time,,,3470,489270
FL01210,07-11-2024,IndiGo,6E 271,Airbus A320neo,JAI,Jaipur,CCU,Kolkata,09:02,09:46,11:24,12:10,142,111,180,0.6167,Business,44,46,Delayed,Air Traffic,,6040,670440
FL02368,07-11-2024,IndiGo,6E 471,ATR 72,GOI,Goa,HYD,Hyderabad,14:47,14:56,16:08,16:16,81,34,70,0.4857,Senior Citizen,9,8,On Time,,,2450,83300
FL02512,07-11-2024,IndiGo,6E 608,Airbus A320neo,CCU,Kolkata,JAI,Jaipur,19:45,19:48,22:11,22:11,146,164,180,0.9111,Leisure,3,0,On Time,,,8390,1375960
FL03880,07-11-2024,IndiGo,6E 998,Airbus A321neo,MAA,Chennai,GAU,Guwahati,16:37,16:42,19:53,19:58,196,121,220,0.55,Leisure,5,5,On Time,,,9170,1109570
FL04073,07-11-2024,Air India,AI 934,Airbus A320,PNQ,Pune,COK,Kochi,13:28,13:31,15:07,15:10,99,137,174,0.7874,Leisure,3,3,On Time,,,5340,731580
FL00687,08-11-2024,Akasa Air,QP 288,Boeing 737 MAX 8,DEL,Delhi,JAI,Jaipur,07:57,08:03,08:47,08:54,50,149,189,0.7884,Business,6,7,On Time,,,1800,268200
FL02034,08-11-2024,IndiGo,6E 986,Airbus A321neo,BOM,Mumbai,MAA,Chennai,20:47,20:55,22:48,22:52,121,218,220,0.9909,Leisure,8,4,On Time,,,6300,1373400
FL02281,08-11-2024,IndiGo,6E 399,Airbus A320neo,AMD,Ahmedabad,HYD,Hyderabad,21:42,21:48,23:29,23:39,107,124,180,0.6889,Leisure,6,10,On Time,,,4500,558000
FL02652,08-11-2024,Akasa Air,QP 803,Boeing 737 MAX 8,BLR,Bengaluru,MAA,Chennai,16:15,16:21,17:07,17:14,52,172,189,0.9101,Leisure,6,7,On Time,,,1800,309600
FL02900,08-11-2024,IndiGo,6E 963,Airbus A321neo,HYD,Hyderabad,BOM,Mumbai,21:07,21:16,22:25,22:28,78,171,220,0.7773,Student,9,3,On Time,,,3870,661770
FL03288,08-11-2024,SpiceJet,SG 847,Bombardier Q400,GAU,Guwahati,PNQ,Pune,21:25,21:29,00:47,00:56,202,59,78,0.7564,Leisure,4,9,On Time,,,11820,697380
FL03666,08-11-2024,IndiGo,6E 848,Airbus A320neo,PNQ,Pune,MAA,Chennai,22:22,22:22,00:15,00:20,113,112,180,0.6222,Leisure,0,5,On Time,,,4900,548800
FL04461,08-11-2024,Air India Express,IX 541,Boeing 737-8,LKO,Lucknow,MAA,Chennai,14:21,,16:59,,158,0,189,0,Senior Citizen,0,0,Cancelled,,Technical Issue,7910,0
FL01112,09-11-2024,Air India,AI 557,Airbus A321,HYD,Hyderabad,JAI,Jaipur,07:53,08:17,09:57,10:24,124,139,190,0.7316,Senior Citizen,24,27,Delayed,Crew,,6440,895160
FL01238,09-11-2024,Akasa Air,QP 430,Boeing 737 MAX 8,PNQ,Pune,AMD,Ahmedabad,09:38,09:40,10:58,11:02,80,139,189,0.7354,Senior Citizen,2,4,On Time,,,3240,450360
FL01481,09-11-2024,Air India Express,IX 506,Boeing 737-800,GOI,Goa,DEL,Delhi,22:20,22:23,00:54,01:02,154,153,180,0.85,Business,3,8,On Time,,,8220,1257660
FL02626,09-11-2024,Air India,AI 372,Airbus A321,DEL,Delhi,AMD,Ahmedabad,12:38,12:43,14:08,14:08,90,144,190,0.7579,Student,5,0,On Time,,,4520,650880
FL04267,09-11-2024,Akasa Air,QP 415,Boeing 737 MAX 8,MAA,Chennai,PNQ,Pune,07:11,07:15,09:01,09:13,110,155,189,0.8201,Student,4,12,On Time,,,5400,837000
FL01125,10-11-2024,SpiceJet,SG 403,Boeing 737-800,DEL,Delhi,JAI,Jaipur,09:05,09:13,09:52,10:01,47,173,189,0.9153,Family,8,9,On Time,,,1800,311400
FL02065,10-11-2024,IndiGo,6E 209,Airbus A320neo,HYD,Hyderabad,GOI,Goa,17:17,18:59,18:41,20:13,84,110,180,0.6111,Leisure,102,92,Delayed,Air Traffic,,2880,316800
